rank_adj,rank_raw,rank_delta,sec_code,name,tse33,listed,avg_age,avg_tenure,avg_salary,salary35,factor,employees_nonconsolidated,employees_consolidated,emp_ratio,badge,salary35_fit,industry,source,period_end,doc_id
604,626,22,2004,昭和産業株式会社,食料品,上場,41.2,16.7,7613715.0,6919961,0.9089,1295.0,2927.0,0.4424,,6643827,製造業,tag,2026-03-31,S100YGEO
605,551,-54,6703,沖電気工業株式会社,電気機器,上場,43.6,18.4,7802144.0,6915345,0.8863,4356.0,11925.0,0.3653,,6744923,製造業,tag,2026-03-31,S100YFGL
606,651,45,,住友理工株式会社,ゴム製品,非上場,40.6,14.9,7555000.0,6911648,0.9148,3472.0,25978.0,0.1337,,6643889,製造業,tag,2026-03-31,S100YKGC
607,518,-89,1945,株式会社東京エネシス,建設業,上場,46.6,19.0,7905527.0,6910734,0.8742,1334.0,1687.0,0.7908,,6989578,建設業,tag,2026-03-31,S100YJBK
608,1143,535,4318,株式会社クイック,サービス業,上場,30.3,6.5,6475585.0,6904731,1.0663,1251.0,1682.0,0.7438,,7599899,サービス業,tag,2026-03-31,S100YF5Z
609,694,85,9843,株式会社ニトリホールディングス,小売業,上場,39.6,12.2,7456000.0,6904082,0.926,884.0,19432.0,0.0455,本社のみ,6669065,卸売業・小売業,tag,2026-03-31,S100YIMF
610,545,-65,7224,新明和工業株式会社,輸送用機器,上場,44.0,14.2,7819903.0,6902911,0.8827,3669.0,7313.0,0.5017,,6771512,製造業,tag,2026-03-31,S100YFNV
611,649,38,4061,デンカ株式会社,化学,上場,40.8,16.4,7555075.0,6896634,0.9128,4234.0,6454.0,0.656,,6625344,製造業,tag,2026-03-31,S100YCU0
612,602,-10,8285,三谷産業株式会社,卸売業,上場,41.5,11.9,7673710.0,6896362,0.8987,629.0,3569.0,0.1762,,6675462,卸売業・小売業,tag,2026-03-31,S100YAL6
613,574,-39,6675,サクサ株式会社,電気機器,上場,43.2,15.2,7748000.0,6895500,0.89,685.0,1299.0,0.5273,,6692495,製造業,tag,2026-03-31,S100YJLC
614,644,30,4116,大日精化工業株式会社,化学,上場,41.0,16.7,7568596.0,6893932,0.9109,1379.0,3514.0,0.3924,,6620058,製造業,tag,2026-03-31,S100YGML
615,825,210,,新日本海フェリー株式会社,海運業,非上場,37.1,15.7,7122445.0,6887260,0.967,519.0,1080.0,0.4806,,6743419,運輸業,textblock,2026-03-31,S100YMZO
616,883,267,3844,コムチュア株式会社,情報・通信業,上場,35.5,8.7,7000000.0,6881210,0.983,1667.0,1964.0,0.8488,,6907449,情報通信業,tag,2026-03-31,S100YL64
617,576,-41,4208,ＵＢＥ株式会社,化学,上場,43.4,15.3,7745921.0,6879552,0.8882,2778.0,7968.0,0.3486,,6692780,製造業,tag,2026-03-31,S100YD42
618,737,119,9310,日本トランスシティ株式会社,倉庫・運輸関連,上場,40.6,15.7,7342782.0,6877384,0.9366,700.0,2442.0,0.2867,,6457264,運輸業,tag,2026-03-31,S100YGL7
619,553,-66,5480,日本冶金工業株式会社,鉄鋼,上場,44.1,20.6,7798354.0,6876900,0.8818,1166.0,2093.0,0.5571,,6756435,製造業,tag,2026-03-31,S100YC9N
620,634,14,9633,東京テアトル株式会社,サービス業,上場,43.1,14.7,7583919.0,6871093,0.906,135.0,437.0,0.3089,,6550304,サービス業,tag,2026-03-31,S100YL02
621,621,0,3004,神栄株式会社,卸売業,上場,41.4,14.4,7633000.0,6870428,0.9001,160.0,468.0,0.3419,,6646513,卸売業・小売業,tag,2026-03-31,S100YANZ
622,609,-13,2612,かどや製油株式会社,食料品,上場,42.4,15.5,7655372.0,6869369,0.8973,407.0,530.0,0.7679,,6619806,製造業,tag,2026-03-31,S100YEW9
623,470,-153,7595,株式会社アルゴグラフィックス,情報・通信業,上場,42.3,13.0,8064000.0,6867625,0.8516,586.0,1198.0,0.4891,,6976048,情報通信業,tag,2026-03-31,S100YF23
624,701,77,7600,株式会社　日本エム・ディ・エム,精密機器,上場,39.8,12.1,7441141.0,6867564,0.9229,312.0,539.0,0.5788,,6630841,製造業,tag,2026-03-31,S100YCSL
625,993,368,3763,株式会社プロシップ,情報・通信業,上場,34.7,8.2,6795947.0,6867074,1.0105,259.0,259.0,1.0,,6851068,情報通信業,tag,2026-03-31,S100YD0F
626,546,-80,6753,シャープ株式会社,電気機器,上場,44.5,20.1,7818000.0,6866342,0.8783,5553.0,34549.0,0.1607,,6790554,製造業,tag,2026-03-31,S100YHZV
627,725,98,6315,ＴＯＷＡ株式会社,機械,上場,39.2,10.8,7386835.0,6862869,0.9291,716.0,2211.0,0.3238,,6660054,製造業,tag,2026-03-31,S100YERT
628,536,-92,6479,ミネベアミツミ株式会社,電気機器,上場,45.0,15.9,7853000.0,6862388,0.8739,4946.0,81383.0,0.0608,本社のみ,6847392,製造業,tag,2026-03-31,S100YISS
629,625,-4,3793,株式会社ドリコム,情報・通信業,上場,39.1,6.8,7617515.0,6862171,0.9008,271.0,275.0,0.9855,,6882338,情報通信業,tag,2026-03-31,S100YGW0
630,909,279,4553,東和薬品株式会社,医薬品,上場,35.5,9.7,6948000.0,6862135,0.9876,2899.0,4923.0,0.5889,,6856136,製造業,tag,2026-03-31,S100YFVM
631,679,48,7734,理研計器株式会社,精密機器,上場,40.4,15.4,7483747.0,6861469,0.9168,1147.0,1465.0,0.7829,,6601100,製造業,tag,2026-03-31,S100YIB1
632,699,67,9001,東武鉄道株式会社,陸運業,上場,47.7,26.5,7446807.0,6861067,0.9213,3214.0,18148.0,0.1771,,6629167,運輸業,tag,2026-03-31,S100Y8FK
633,601,-32,8101,株式会社ＧＳＩクレオス,卸売業,上場,41.9,15.2,7677901.0,6857601,0.8932,322.0,845.0,0.3811,,6657231,卸売業・小売業,tag,2026-03-31,S100YGXI
634,639,5,4368,扶桑化学工業株式会社,化学,上場,41.6,12.0,7577639.0,6857373,0.9049,623.0,956.0,0.6517,,6585877,製造業,tag,2026-03-31,S100YEIS
635,650,15,8544,株式会社　京葉銀行,銀行業,上場,39.2,16.5,7555000.0,6853475,0.9071,1805.0,1837.0,0.9826,,6811674,金融業・保険業,tag,2026-03-31,S100YBD2
636,652,16,4365,松本油脂製薬株式会社,化学,上場,41.4,15.5,7549000.0,6846267,0.9069,330.0,399.0,0.8271,,6573369,製造業,tag,2026-03-31,S100YG2G
637,747,110,8366,株式会社滋賀銀行,銀行業,上場,37.66,14.66,7320000.0,6841299,0.9346,1936.0,2243.0,0.8631,,6834962,金融業・保険業,tag,2026-03-31,S100YBKA
638,627,-11,7947,株式会社エフピコ,化学,上場,42.3,15.6,7611000.0,6836615,0.8983,1024.0,5306.0,0.193,,6584165,製造業,tag,2026-03-31,S100YDYF
639,642,3,1853,株式会社　森組,建設業,上場,44.5,18.9,7570110.0,6835046,0.9029,311.0,,,,6575242,建設業,tag,2026-03-31,S100YJ3W
640,554,-86,4635,東京インキ株式会社,化学,上場,44.7,21.6,7797283.0,6834326,0.8765,523.0,652.0,0.8021,,6782503,製造業,tag,2026-03-31,S100YDYR
641,504,-137,,ＳＣＳＫ株式会社,情報・通信業,非上場,42.0,16.0,7969000.0,6830241,0.8571,8493.0,21015.0,0.4041,,6905038,情報通信業,tag,2026-03-31,S100YHDD
642,570,-72,8368,株式会社　百五銀行,銀行業,上場,40.9,15.3,7764000.0,6821814,0.8786,2193.0,2828.0,0.7755,,6799571,金融業・保険業,tag,2026-03-31,S100YBNQ
643,583,-60,3891,ニッポン高度紙工業株式会社,パルプ・紙,上場,44.0,21.2,7727000.0,6820902,0.8827,336.0,462.0,0.7273,,6691064,製造業,tag,2026-03-31,S100YD7L
644,562,-82,6834,株式会社　精工技研,電気機器,上場,44.7,19.3,7778000.0,6817425,0.8765,164.0,1231.0,0.1332,,6765729,製造業,tag,2026-03-31,S100YB9C
645,805,160,4044,セントラル硝子株式会社,化学,上場,37.1,15.2,7165636.0,6816323,0.9513,1373.0,3194.0,0.4299,,6784311,製造業,tag,2026-03-31,S100YGND
646,547,-99,5332,ＴＯＴＯ株式会社,ガラス・土石製品,上場,45.2,18.9,7812740.0,6813498,0.8721,7758.0,30324.0,0.2558,,6823900,製造業,tag,2026-03-31,S100YC72
647,655,8,7917,ＺＡＣＲＯＳ株式会社,化学,上場,41.7,15.3,7534967.0,6811389,0.904,1388.0,2747.0,0.5053,,6543217,製造業,tag,2026-03-31,S100YAZH
648,619,-29,8076,株式会社カノークス,卸売業,上場,42.0,11.0,7636000.0,6809684,0.8918,303.0,349.0,0.8682,,6616498,卸売業・小売業,tag,2026-03-31,S100YAX9
649,751,102,9027,株式会社ロジネットジャパン,陸運業,上場,41.2,11.4,7308000.0,6808161,0.9316,108.0,1683.0,0.0642,本社のみ,6377057,運輸業,tag,2026-03-31,S100YHHR
650,786,136,9006,京浜急行電鉄株式会社,陸運業,上場,40.0,17.0,7227495.0,6806038,0.9417,2921.0,8177.0,0.3572,,6417415,運輸業,tag,2026-03-31,S100YK5J
651,722,71,6971,京セラ株式会社,電気機器,上場,40.1,16.0,7397108.0,6804405,0.9199,19667.0,73856.0,0.2663,,6556693,製造業,tag,2026-03-31,S100YF47
652,622,-30,5659,日本精線株式会社,鉄鋼,上場,43.0,19.0,7628204.0,6802825,0.8918,594.0,815.0,0.7288,,6588471,製造業,tag,2026-03-31,S100YDZS
653,641,-12,5901,東洋製罐グループホールディングス株式会社,金属製品,上場,42.3,16.9,7573087.0,6802559,0.8983,533.0,19067.0,0.028,本社のみ,6551367,製造業,tag,2026-03-31,S100YGR9
654,752,98,9065,山九株式会社,陸運業,上場,41.3,15.2,7308000.0,6802092,0.9308,12452.0,29324.0,0.4246,,6370094,運輸業,tag,2026-03-31,S100YJRS
655,527,-128,7537,丸文株式会社,卸売業,上場,44.1,16.5,7873788.0,6800626,0.8637,644.0,1193.0,0.5398,,6821791,卸売業・小売業,tag,2026-03-31,S100YIN7
656,604,-52,4028,石原産業株式会社,化学,上場,43.5,17.7,7664000.0,6799841,0.8872,1130.0,1813.0,0.6233,,6623572,製造業,tag,2026-03-31,S100YIFO
657,623,-34,7246,プレス工業株式会社,輸送用機器,上場,43.0,19.3,7620952.0,6796357,0.8918,1756.0,5433.0,0.3232,,6582207,製造業,tag,2026-03-31,S100YGAC
658,736,78,6258,平田機工株式会社,機械,上場,39.7,15.9,7355847.0,6796342,0.9239,1225.0,1984.0,0.6174,,6567013,製造業,tag,2026-03-31,S100YH6Y
659,705,46,6333,株式会社ＴＥＩＫＯＫＵ,機械,上場,40.7,17.2,7436185.0,6795520,0.9138,328.0,1145.0,0.2865,,6530062,製造業,tag,2026-03-31,S100YL5Z
660,727,67,4229,群栄化学工業株式会社,化学,上場,40.1,15.9,7385000.0,6793268,0.9199,356.0,541.0,0.658,,6545961,製造業,tag,2026-03-31,S100YD30
661,597,-64,4980,デクセリアルズ株式会社,化学,上場,44.0,15.0,7693479.0,6791312,0.8827,1344.0,1802.0,0.7458,,6662037,製造業,tag,2026-03-31,S100YGAR
662,603,-59,6369,トーヨーカネツ株式会社,機械,上場,43.8,14.2,7669869.0,6784259,0.8845,631.0,1419.0,0.4447,,6635442,製造業,tag,2026-03-31,S100YDS7
663,1042,379,3979,株式会社うるる,情報・通信業,上場,34.6,4.3,6690466.0,6784158,1.014,255.0,304.0,0.8388,,6763038,情報通信業,tag,2026-03-31,S100YJOL
664,654,-10,7222,日産車体株式会社,輸送用機器,上場,42.2,17.0,7538000.0,6778052,0.8992,1668.0,3639.0,0.4584,,6524125,製造業,tag,2026-03-31,S100YGCO
665,569,-96,2767,円谷フィールズホールディングス株式会社,卸売業,上場,43.4,12.7,7764000.0,6776937,0.8729,110.0,1774.0,0.062,本社のみ,6708401,卸売業・小売業,tag,2026-03-31,S100YBQC
666,539,-127,6754,アンリツ株式会社,電気機器,上場,46.1,21.3,7838000.0,6774315,0.8643,1734.0,4114.0,0.4215,,6901032,製造業,tag,2026-03-31,S100YH5E
667,748,81,4109,ステラケミファ株式会社,化学,上場,39.53,15.18,7318000.0,6774092,0.9257,293.0,683.0,0.429,,6554481,製造業,tag,2026-03-31,S100YDCE
668,777,109,4658,日本空調サービス株式会社,サービス業,上場,40.2,14.3,7243492.0,6771131,0.9348,1516.0,2268.0,0.6684,,6409756,サービス業,tag,2026-03-31,S100YC3N
669,579,-90,8410,株式会社セブン銀行,銀行業,上場,41.1,7.4,7734000.0,6770432,0.8754,715.0,1393.0,0.5133,,6756562,金融業・保険業,tag,2026-03-31,S100YC1N
670,676,6,3110,日東紡績株式会社,ガラス・土石製品,上場,41.7,15.8,7487679.0,6768642,0.904,867.0,2793.0,0.3104,,6502153,製造業,tag,2026-03-31,S100YDBM
671,718,47,5947,リンナイ株式会社,金属製品,上場,40.8,19.2,7410733.0,6764871,0.9128,3470.0,11328.0,0.3063,,6498765,製造業,tag,2026-03-31,S100YJCU
672,708,36,2281,プリマハム株式会社,食料品,上場,41.0,15.9,7426000.0,6764047,0.9109,1137.0,3630.0,0.3132,,6495333,製造業,tag,2026-03-31,S100YDH8
673,884,211,8136,株式会社サンリオ,卸売業,上場,37.0,12.0,6999923.0,6762642,0.9661,1423.0,2157.0,0.6597,,6644137,卸売業・小売業,tag,2026-03-31,S100YNR0
674,665,-9,1850,南海辰村建設株式会社,建設業,上場,44.7,17.9,7512000.0,6761411,0.9001,458.0,511.0,0.8963,,6534348,建設業,tag,2026-03-31,S100Y9NL
675,678,3,6824,新コスモス電機株式会社,電気機器,上場,41.8,15.4,7487000.0,6760723,0.903,498.0,1038.0,0.4798,,6496432,製造業,tag,2026-03-31,S100YJBP
676,592,-84,7296,株式会社エフ・シー・シー,輸送用機器,上場,44.6,19.8,7703580.0,6759016,0.8774,1017.0,7804.0,0.1303,,6695979,製造業,tag,2026-03-31,S100YFKQ
677,824,147,7476,アズワン株式会社,卸売業,上場,38.1,11.3,7123443.0,6758077,0.9487,576.0,758.0,0.7599,,6581579,卸売業・小売業,tag,2026-03-31,S100YHL5
678,1030,352,9467,株式会社アルファポリス,情報・通信業,上場,34.8,5.6,6709000.0,6755649,1.007,146.0,215.0,0.6791,,6745170,情報通信業,tag,2026-03-31,S100YET5
679,668,-11,9759,株式会社ＮＳＤ,情報・通信業,上場,39.2,14.9,7510000.0,6753433,0.8993,3305.0,4555.0,0.7256,,6771101,情報通信業,tag,2026-03-31,S100YEYZ
680,595,-85,6810,マクセル株式会社,電気機器,上場,44.61,18.82,7696374.0,6752011,0.8773,1286.0,3765.0,0.3416,,6690208,製造業,tag,2026-03-31,S100YJH7
681,503,-178,8358,スルガ銀行株式会社,銀行業,上場,45.2,20.9,7974000.0,6751510,0.8467,1169.0,1383.0,0.8453,,6964749,金融業・保険業,tag,2026-03-31,S100YCW1
682,563,-119,8084,株式会社ＲＹＯＤＥＮ,卸売業,上場,43.8,15.7,7778000.0,6748251,0.8676,1154.0,1555.0,0.7421,,6728990,卸売業・小売業,tag,2026-03-31,S100YGNM
683,754,71,,大阪市高速電気軌道株式会社,陸運業,非上場,50.0,27.6,7301702.0,6746770,0.924,4909.0,6876.0,0.7139,,6532415,運輸業,textblock,2026-03-31,S100YMEB
684,1037,353,5253,カバー株式会社,情報・通信業,上場,34.8,2.8,6700000.0,6746586,1.007,735.0,,,,6736122,情報通信業,tag,2026-03-31,S100YGT9
685,707,22,5440,共英製鋼株式会社,鉄鋼,上場,41.3,16.9,7430926.0,6746498,0.9079,1007.0,4068.0,0.2475,,6477244,製造業,tag,2026-03-31,S100YGQP
686,728,42,1948,株式会社弘電社,建設業,上場,43.7,18.1,7377774.0,6745858,0.9143,631.0,696.0,0.9066,,6380240,建設業,tag,2026-03-31,S100YFSO
687,693,6,6472,ＮＴＮ株式会社,機械,上場,41.7,19.6,7456517.0,6740473,0.904,5478.0,21305.0,0.2571,,6475093,製造業,tag,2026-03-31,S100Y8YZ
688,558,-130,4228,積水化成品工業株式会社,化学,上場,46.0,19.4,7790000.0,6739535,0.8652,437.0,2106.0,0.2075,,6852737,製造業,tag,2026-03-31,S100YI2M
689,584,-105,2871,株式会社ニチレイ,食料品,上場,45.2,17.8,7726943.0,6738674,0.8721,234.0,17763.0,0.0132,本社のみ,6748962,製造業,tag,2026-03-31,S100YCCS
690,768,78,4082,第一稀元素化学工業株式会社,化学,上場,39.3,14.2,7261000.0,6738477,0.928,457.0,709.0,0.6446,,6533218,製造業,tag,2026-03-31,S100Y9OW
691,730,39,4047,関東電化工業株式会社,化学,上場,40.8,16.7,7375922.0,6733094,0.9128,802.0,1169.0,0.6861,,6468238,製造業,tag,2026-03-31,S100YJCK
692,774,82,9360,鈴与シンワート株式会社,倉庫・運輸関連,上場,41.6,10.6,7251000.0,6731036,0.9283,723.0,918.0,0.7876,,6301988,運輸業,tag,2026-03-31,S100YIBT
693,643,-50,9908,日本電計株式会社,卸売業,上場,42.2,13.1,7570000.0,6729986,0.889,679.0,1214.0,0.5593,,6551821,卸売業・小売業,tag,2026-03-31,S100YDG7
694,661,-33,5930,文化シヤッター株式会社,金属製品,上場,42.7,15.5,7518852.0,6726021,0.8946,2374.0,5546.0,0.4281,,6496100,製造業,tag,2026-03-31,S100YBKB
695,702,7,6745,ホーチキ株式会社,電気機器,上場,41.7,13.6,7440174.0,6725699,0.904,1900.0,2722.0,0.698,,6460901,製造業,tag,2026-03-31,S100YH50
696,685,-11,1905,株式会社テノックス,建設業,上場,44.7,14.4,7472216.0,6725603,0.9001,224.0,384.0,0.5833,,6499741,建設業,tag,2026-03-31,S100YJFD
697,899,202,7367,株式会社セルム,サービス業,上場,38.1,7.0,6975000.0,6720607,0.9635,135.0,245.0,0.551,,6444428,サービス業,tag,2026-03-31,S100YL5T
698,620,-78,6436,アマノ株式会社,機械,上場,44.3,18.8,7636000.0,6720085,0.8801,1945.0,5532.0,0.3516,,6623619,製造業,tag,2026-03-31,S100YJFL
699,1162,463,9272,ブティックス株式会社,小売業,上場,32.6,2.6,6437000.0,6719939,1.044,234.0,,,,6894248,卸売業・小売業,tag,2026-03-31,S100YJV7
700,738,38,6005,三浦工業株式会社,機械,上場,40.6,15.2,7339099.0,6714133,0.9148,3540.0,7896.0,0.4483,,6454025,製造業,tag,2026-03-31,S100YEGC
701,429,-272,7459,株式会社メディパルホールディングス,卸売業,上場,49.0,20.1,8216296.0,6713693,0.8171,186.0,13024.0,0.0143,本社のみ,7338397,卸売業・小売業,tag,2026-03-31,S100YI1C
702,689,-13,6463,ＴＰＲ株式会社,機械,上場,42.2,17.9,7466332.0,6713609,0.8992,855.0,6925.0,0.1235,,6462097,製造業,tag,2026-03-31,S100YDSL
703,615,-88,4617,中国塗料株式会社,化学,上場,44.5,15.5,7643000.0,6712644,0.8783,493.0,2198.0,0.2243,,6638552,製造業,tag,2026-03-31,S100YGSJ
704,845,141,1768,株式会社ソネック,建設業,上場,40.5,13.1,7076196.0,6712179,0.9486,112.0,133.0,0.8421,,6232055,建設業,tag,2026-03-31,S100YEJU
705,540,-165,8624,いちよし証券株式会社,証券、商品先物取引業,上場,43.1,14.6,7836232.0,6708749,0.8561,920.0,1014.0,0.9073,,6768229,金融業・保険業,tag,2026-03-31,S100YANQ
706,612,-94,7283,愛三工業株式会社,輸送用機器,上場,44.6,21.7,7645998.0,6708494,0.8774,2580.0,8712.0,0.2961,,6645929,製造業,tag,2026-03-31,S100Y9N3
707,596,-111,4417,グローバルセキュリティエキスパート株式会社,情報・通信業,上場,41.0,4.7,7695000.0,6707702,0.8717,187.0,221.0,0.8462,,6730620,情報通信業,tag,2026-03-31,S100YFEX
708,744,36,6240,ヤマシンフィルタ株式会社,機械,上場,40.5,8.7,7323000.0,6706738,0.9158,184.0,757.0,0.2431,,6449417,製造業,tag,2026-03-31,S100YD4Z
709,675,-34,8022,美津濃株式会社,その他製品,上場,42.6,17.3,7488000.0,6705328,0.8955,1507.0,3682.0,0.4093,,6470920,製造業,tag,2026-03-31,S100YFWX
710,764,54,8137,サンワテクノス株式会社,卸売業,上場,40.0,13.9,7281111.0,6699332,0.9201,619.0,1149.0,0.5387,,6465022,卸売業・小売業,tag,2026-03-31,S100YJ4F
711,812,101,9074,日本石油輸送株式会社,陸運業,上場,40.7,14.8,7151000.0,6691754,0.9358,161.0,1626.0,0.099,本社のみ,6279628,運輸業,tag,2026-03-31,S100YC3A
712,677,-35,5702,株式会社大紀アルミニウム工業所,非鉄金属,上場,42.8,15.8,7487000.0,6690637,0.8936,326.0,1275.0,0.2557,,6467501,製造業,tag,2026-03-31,S100YCJD
713,690,-23,7988,株式会社ニフコ,化学,上場,42.5,16.5,7463337.0,6690139,0.8964,1412.0,8886.0,0.1589,,6451477,製造業,tag,2026-03-31,S100YGQB
714,857,143,1798,株式会社守谷商会,建設業,上場,40.4,15.4,7048277.0,6689915,0.9492,331.0,445.0,0.7438,,6216990,建設業,tag,2026-03-31,S100YDA3
715,566,-149,5202,日本板硝子株式会社,ガラス・土石製品,上場,46.5,20.9,7768766.0,6687858,0.8609,1847.0,24838.0,0.0744,本社のみ,6863201,製造業,tag,2026-03-31,S100YL06
716,763,47,5757,株式会社ＣＫサンエツ,非鉄金属,上場,40.3,16.2,7283000.0,6684740,0.9179,489.0,1015.0,0.4818,,6434208,製造業,textblock,2026-03-31,S100YIA1
717,671,-46,4539,日本ケミファ株式会社,医薬品,上場,43.1,14.1,7501079.0,6682594,0.8909,331.0,878.0,0.377,,6478755,製造業,tag,2026-03-31,S100YBOB
718,970,252,2183,株式会社リニカル,サービス業,上場,37.1,8.5,6830097.0,6678768,0.9778,280.0,577.0,0.4853,,6466628,サービス業,tag,2026-03-31,S100YGWG
719,648,-71,8085,ナラサキ産業株式会社,卸売業,上場,42.6,16.0,7556519.0,6676779,0.8836,421.0,740.0,0.5689,,6530132,卸売業・小売業,tag,2026-03-31,S100YHOM
720,753,33,9658,株式会社ビジネスブレイン太田昭和,情報・通信業,上場,38.3,7.4,7306330.0,6675824,0.9137,1066.0,2495.0,0.4273,,6719075,情報通信業,tag,2026-03-31,S100YG97
721,1038,317,4323,日本システム技術株式会社,情報・通信業,上場,35.1,9.0,6698000.0,6674954,0.9966,1202.0,1683.0,0.7142,,6680097,情報通信業,tag,2026-03-31,S100YI5H
