rank_adj,rank_raw,rank_delta,sec_code,name,tse33,listed,avg_age,avg_tenure,avg_salary,salary35,factor,employees_nonconsolidated,employees_consolidated,emp_ratio,badge,salary35_fit,industry,source,period_end,doc_id
1600,1724,124,9715,トランス・コスモス株式会社,サービス業,上場,37.0,9.0,4993509.0,4890137,0.9793,18141.0,43571.0,0.4164,,4739703,サービス業,tag,2026-03-31,S100YENI
1601,1528,-73,7950,日本デコラックス株式会社,化学,上場,44.3,15.8,5556100.0,4889663,0.8801,172.0,,,,4819472,製造業,tag,2026-03-31,S100YI56
1602,1538,-64,5279,日本興業株式会社,ガラス・土石製品,上場,43.9,11.6,5531000.0,4887380,0.8836,325.0,431.0,0.7541,,4787147,製造業,tag,2026-03-31,S100YFPM
1603,1524,-79,8349,株式会社　東北銀行,銀行業,上場,41.0,16.1,5572000.0,4886790,0.877,548.0,560.0,0.9786,,4873686,金融業・保険業,tag,2026-03-31,S100YEUT
1604,1589,-15,2156,セーラー広告株式会社,サービス業,上場,44.4,17.3,5429000.0,4884037,0.8996,100.0,192.0,0.5208,,4712286,サービス業,tag,2026-03-31,S100YEAK
1605,1437,-168,7746,岡本硝子株式会社,精密機器,上場,48.6,19.0,5789000.0,4880296,0.843,153.0,232.0,0.6595,,5167303,製造業,tag,2026-03-31,S100YL4M
1606,1682,76,7096,株式会社ステムセル研究所,医薬品,上場,37.1,5.2,5129000.0,4878970,0.9513,120.0,136.0,0.8824,,4856056,製造業,tag,2026-03-31,S100YI32
1607,1583,-24,7896,セブン工業株式会社,その他製品,上場,42.5,16.1,5440722.0,4877066,0.8964,376.0,,,,4703083,製造業,tag,2026-03-31,S100YEA0
1608,1640,32,9083,神姫バス株式会社,陸運業,上場,49.7,11.1,5275024.0,4872288,0.9237,1716.0,3543.0,0.4843,,4716076,運輸業,tag,2026-03-31,S100YHAF
1609,1607,-2,4491,コンピューターマネージメント株式会社,情報・通信業,上場,38.9,7.9,5387271.0,4870216,0.904,734.0,754.0,0.9735,,4888099,情報通信業,tag,2026-03-31,S100YGM1
1610,1568,-42,9996,株式会社サトー商会,卸売業,上場,42.2,15.0,5475361.0,4867781,0.889,616.0,700.0,0.88,,4738915,卸売業・小売業,tag,2026-03-31,S100YHOR
1611,1597,-14,3422,株式会社　Ｊ－ＭＡＸ,金属製品,上場,42.2,18.4,5413045.0,4867325,0.8992,278.0,1081.0,0.2572,,4684981,製造業,tag,2026-03-31,S100YJJI
1612,1585,-27,7255,株式会社　桜井製作所,輸送用機器,上場,42.6,18.4,5435000.0,4866914,0.8955,170.0,271.0,0.6273,,4696775,製造業,tag,2026-03-31,S100YI1Y
1613,1690,77,8219,青山商事株式会社,小売業,上場,37.7,14.2,5091000.0,4861707,0.955,2856.0,6666.0,0.4284,,4749034,卸売業・小売業,tag,2026-03-31,S100YJ44
1614,1591,-23,9686,東洋テック株式会社,サービス業,上場,45.1,12.4,5423000.0,4860187,0.8962,1154.0,2096.0,0.5506,,4732552,サービス業,tag,2026-03-31,S100YCTH
1615,1781,166,5592,株式会社くすりの窓口,情報・通信業,上場,34.0,3.5,4688000.0,4855645,1.0358,321.0,491.0,0.6538,,4817697,情報通信業,tag,2026-03-31,S100YKTN
1616,1534,-82,4623,株式会社アサヒペン,化学,上場,44.8,16.6,5544908.0,4855218,0.8756,139.0,375.0,0.3707,,4827010,製造業,tag,2026-03-31,S100YLY9
1617,1517,-100,5974,中国工業株式会社,金属製品,上場,45.5,21.5,5582000.0,4853449,0.8695,260.0,376.0,0.6915,,4888440,製造業,tag,2026-03-31,S100YHRE
1618,1551,-67,2907,株式会社あじかん,食料品,上場,44.4,16.0,5502427.0,4837527,0.8792,716.0,887.0,0.8072,,4776020,製造業,tag,2026-03-31,S100YGFU
1619,1539,-80,6042,株式会社ニッキ,輸送用機器,上場,44.9,18.1,5529324.0,4836697,0.8747,174.0,509.0,0.3418,,4817303,製造業,tag,2026-03-31,S100YKJL
1620,1632,12,6325,株式会社タカキタ,機械,上場,40.8,15.1,5297072.0,4835421,0.9128,270.0,,,,4645212,製造業,tag,2026-03-31,S100YFLC
1621,1593,-28,9853,株式会社銀座ルノアール,小売業,上場,42.0,13.0,5421073.0,4834441,0.8918,150.0,151.0,0.9934,,4697292,卸売業・小売業,tag,2026-03-31,S100YJPB
1622,1669,47,2816,株式会社ダイショー,食料品,上場,38.8,13.6,5179604.0,4833674,0.9332,691.0,,,,4709900,製造業,tag,2026-03-31,S100YGNU
1623,1565,-58,4960,ケミプロ化成株式会社,化学,上場,44.2,15.8,5482000.0,4829344,0.8809,222.0,,,,4752284,製造業,tag,2026-03-31,S100YIYR
1624,1449,-175,8025,株式会社ツカモトコーポレーション,卸売業,上場,46.1,19.1,5754000.0,4825051,0.8386,117.0,180.0,0.65,,5066157,卸売業・小売業,tag,2026-03-31,S100YDV3
1625,1594,-31,7120,株式会社ＳＨＩＮＫＯ,情報・通信業,上場,39.8,12.8,5420533.0,4823621,0.8899,895.0,,,,4830266,情報通信業,tag,2026-03-31,S100YE1C
1626,1575,-51,4242,株式会社タカギセイコー,化学,上場,43.9,19.4,5456000.0,4821108,0.8836,776.0,1849.0,0.4197,,4722233,製造業,tag,2026-03-31,S100YGHA
1627,1567,-60,5909,株式会社　コロナ,金属製品,上場,44.4,19.6,5479000.0,4816931,0.8792,1548.0,2083.0,0.7432,,4755685,製造業,tag,2026-03-31,S100YF55
1628,1604,-24,5287,株式会社イトーヨーギョー,ガラス・土石製品,上場,42.9,12.5,5395000.0,4816200,0.8927,124.0,,,,4659872,製造業,tag,2026-03-31,S100YJYN
1629,1652,23,6928,株式会社エノモト,電気機器,上場,40.1,16.4,5232065.0,4812839,0.9199,544.0,1293.0,0.4207,,4637629,製造業,tag,2026-03-31,S100YF9J
1630,1580,-50,2876,株式会社デルソーレ,食料品,上場,44.0,14.0,5449000.0,4810029,0.8827,241.0,,,,4718469,製造業,tag,2026-03-31,S100YC0N
1631,1564,-67,4625,アトミクス株式会社,化学,上場,44.6,20.5,5482000.0,4809832,0.8774,218.0,278.0,0.7842,,4764974,製造業,tag,2026-03-31,S100YIIT
1632,1711,79,2179,株式会社成学社,サービス業,上場,38.5,7.8,5021000.0,4809707,0.9579,766.0,841.0,0.9108,,4596312,サービス業,tag,2026-03-31,S100YCFW
1633,1659,26,9082,大和自動車交通株式会社,陸運業,上場,48.8,16.5,5212989.0,4809566,0.9226,102.0,2177.0,0.0469,本社のみ,4654690,運輸業,tag,2026-03-31,S100YHKH
1634,1584,-50,4615,神東塗料株式会社,化学,上場,43.9,14.6,5440000.0,4806970,0.8836,306.0,399.0,0.7669,,4708385,製造業,tag,2026-03-31,S100YD50
1635,1680,45,7414,小野建株式会社,卸売業,上場,39.0,8.0,5140348.0,4805906,0.9349,994.0,1235.0,0.8049,,4654068,卸売業・小売業,tag,2026-03-31,S100YK40
1636,1649,13,7191,株式会社イントラスト,その他金融業,上場,38.6,4.1,5237000.0,4805726,0.9176,217.0,308.0,0.7045,,4783242,金融業・保険業,tag,2026-03-31,S100YECQ
1637,1823,186,5579,株式会社ＧＳＩ,情報・通信業,上場,32.0,5.22,4307495.0,4805206,1.1155,516.0,548.0,0.9416,,4706570,情報通信業,tag,2026-03-31,S100YKIG
1638,1732,94,5247,株式会社ＢＴＭ,情報・通信業,上場,35.9,3.8,4951000.0,4801793,0.9699,230.0,262.0,0.8779,,4834388,情報通信業,tag,2026-03-31,S100YLUK
1639,1655,16,3896,阿波製紙株式会社,パルプ・紙,上場,40.3,16.5,5226285.0,4796974,0.9179,480.0,691.0,0.6946,,4617191,製造業,tag,2026-03-31,S100YL59
1640,1751,111,9769,株式会社学究社,サービス業,上場,36.4,8.0,4866780.0,4795815,0.9854,378.0,462.0,0.8182,,4690770,サービス業,tag,2026-03-31,S100YKPV
1641,1770,129,6557,ＡＩＡＩグループ株式会社,サービス業,上場,34.4,3.9,4760833.0,4791217,1.0064,1234.0,2354.0,0.5242,,4838783,サービス業,textblock,2026-03-31,S100YH7U
1642,1661,19,,株式会社　但馬銀行,銀行業,非上場,38.4,14.2,5200000.0,4790263,0.9212,567.0,582.0,0.9742,,4771039,金融業・保険業,textblock,2026-03-31,S100YI1V
1643,1513,-130,5962,浅香工業株式会社,その他製品,上場,47.0,20.0,5591000.0,4789363,0.8566,142.0,,,,4957695,製造業,tag,2026-03-31,S100YIX3
1644,1569,-75,7554,株式会社幸楽苑,小売業,上場,43.27,14.07,5473000.0,4786629,0.8746,581.0,,,,4727811,卸売業・小売業,tag,2026-03-31,S100YCYB
1645,1663,18,7475,アルビス株式会社,小売業,上場,39.9,10.4,5194000.0,4786584,0.9216,954.0,1026.0,0.9298,,4620013,卸売業・小売業,tag,2026-03-31,S100YD39
1646,1666,20,,伊豆箱根鉄道株式会社,陸運業,非上場,44.04,22.09,5182919.0,4784741,0.9232,357.0,1195.0,0.2987,,4488990,運輸業,textblock,2026-03-31,S100YFA1
1647,1612,-35,7368,表示灯株式会社,サービス業,上場,46.6,10.9,5378000.0,4781107,0.889,432.0,455.0,0.9495,,4754895,サービス業,tag,2026-03-31,S100YKV6
1648,1599,-49,3024,クリエイト株式会社,卸売業,上場,42.6,16.3,5409000.0,4779277,0.8836,430.0,591.0,0.7276,,4674307,卸売業・小売業,tag,2026-03-31,S100YD0K
1649,1628,-21,7715,長野計器株式会社,精密機器,上場,42.3,18.4,5318000.0,4776917,0.8983,771.0,2390.0,0.3226,,4600524,製造業,tag,2026-03-31,S100YLAN
1650,1674,24,9012,秩父鉄道株式会社,陸運業,上場,42.04,19.1,5164104.0,4776616,0.925,298.0,377.0,0.7905,,4473519,運輸業,tag,2026-03-31,S100YIV6
1651,1688,37,2585,株式会社ライフドリンク　カンパニー,食料品,上場,38.4,5.6,5093803.0,4774908,0.9374,593.0,835.0,0.7102,,4673602,製造業,tag,2026-03-31,S100YIP0
1652,1616,-36,6439,中日本鋳工株式会社,機械,上場,43.3,9.0,5370000.0,4774256,0.8891,136.0,,,,4639040,製造業,tag,2026-03-31,S100YIME
1653,1691,38,548A,株式会社システムエグゼ,情報・通信業,上場,36.9,7.7,5085990.0,4772892,0.9384,685.0,867.0,0.7901,,4839715,情報通信業,tag,2026-03-31,S100YKKE
1654,1586,-68,2730,株式会社エディオン,小売業,上場,43.0,18.0,5434000.0,4772085,0.8782,8364.0,9148.0,0.9143,,4693339,卸売業・小売業,tag,2026-03-31,S100YDWB
1655,1620,-35,8006,ユアサ・フナショク株式会社,卸売業,上場,42.0,18.0,5349874.0,4770947,0.8918,216.0,303.0,0.7129,,4635599,卸売業・小売業,tag,2026-03-31,S100YIWQ
1656,1706,50,3951,朝日印刷株式会社,パルプ・紙,上場,37.4,14.3,5031000.0,4769478,0.948,1111.0,1760.0,0.6312,,4727744,製造業,tag,2026-03-31,S100YEXW
1657,1502,-155,4990,昭和化学工業株式会社,化学,上場,47.9,19.4,5614135.0,4765961,0.8489,163.0,216.0,0.7546,,5001774,製造業,tag,2026-03-31,S100YJME
1658,1526,-132,7198,ＳＢＩアルヒ株式会社,その他金融業,上場,42.9,6.4,5559019.0,4764236,0.857,442.0,522.0,0.8467,,4801541,金融業・保険業,tag,2026-03-31,S100YFMO
1659,1533,-126,7522,ワタミ株式会社,小売業,上場,44.5,11.65,5549000.0,4764121,0.8586,1119.0,1624.0,0.689,,4819747,卸売業・小売業,tag,2026-03-31,S100YMJJ
1660,1522,-138,8160,株式会社　木曽路,小売業,上場,44.8,12.5,5572773.0,4763231,0.8547,1359.0,1364.0,0.9963,,4851267,卸売業・小売業,tag,2026-03-31,S100YGX7
1661,1672,11,9075,福山通運株式会社,陸運業,上場,45.9,15.6,5166000.0,4760553,0.9215,10994.0,22501.0,0.4886,,4540408,運輸業,tag,2026-03-31,S100YIXL
1662,1772,110,6580,株式会社ライトアップ,情報・通信業,上場,35.0,5.9,4756000.0,4756000,1.0,111.0,127.0,0.874,,4756000,情報通信業,tag,2026-03-31,S100YLCH
1663,1689,26,4347,ブロードメディア株式会社,サービス業,上場,40.3,9.7,5093672.0,4754751,0.9335,450.0,716.0,0.6285,,4500034,サービス業,tag,2026-03-31,S100YK4A
1664,1630,-34,7897,ホクシン株式会社,その他製品,上場,42.6,17.6,5309000.0,4754084,0.8955,167.0,,,,4587889,製造業,tag,2026-03-31,S100YGLJ
1665,1681,16,9036,東部ネットワーク株式会社,陸運業,上場,53.9,12.9,5130000.0,4752719,0.9265,259.0,378.0,0.6852,,4858197,運輸業,tag,2026-03-31,S100YK2G
1666,1545,-121,5973,株式会社トーアミ,金属製品,上場,46.4,16.7,5513494.0,4751082,0.8617,249.0,406.0,0.6133,,4866835,製造業,tag,2026-03-31,S100YDF3
1667,1550,-117,7863,株式会社平賀,その他製品,上場,46.35,14.83,5505000.0,4746117,0.8621,305.0,,,,4857317,製造業,tag,2026-03-31,S100YLE6
1668,1678,10,2323,株式会社ｆｏｎｆｕｎ,情報・通信業,上場,37.8,7.5,5146000.0,4744260,0.9219,122.0,273.0,0.4469,,4788724,情報通信業,tag,2026-03-31,S100YKRB
1669,1684,15,9035,第一交通産業株式会社,陸運業,上場,42.3,12.3,5121604.0,4736111,0.9247,296.0,11946.0,0.0248,本社のみ,4430625,運輸業,tag,2026-03-31,S100Y9O5
1670,1631,-39,7953,菊水化学工業株式会社,その他製品,上場,42.8,14.4,5298000.0,4734473,0.8936,407.0,426.0,0.9554,,4576575,製造業,tag,2026-03-31,S100YKW4
1671,1574,-97,3374,内外テック株式会社,卸売業,上場,43.8,10.9,5456351.0,4733971,0.8676,178.0,577.0,0.3085,,4720459,卸売業・小売業,tag,2026-03-31,S100YH0J
1672,1467,-205,3628,株式会社データホライゾン,情報・通信業,上場,43.6,8.0,5711000.0,4733029,0.8288,239.0,365.0,0.6548,,4937137,情報通信業,tag,2026-03-31,S100YMTV
1673,1636,-37,4247,ポバール興業株式会社,化学,上場,42.9,15.8,5289000.0,4721572,0.8927,116.0,204.0,0.5686,,4568315,製造業,tag,2026-03-31,S100YK0F
1674,1624,-50,7985,ネポン株式会社,金属製品,上場,43.6,14.3,5325000.0,4719756,0.8863,240.0,247.0,0.9717,,4603442,製造業,tag,2026-03-31,S100YN9E
1675,1821,146,3934,株式会社ベネフィットジャパン,情報・通信業,上場,32.9,7.0,4376722.0,4718860,1.0782,193.0,279.0,0.6918,,4643970,情報通信業,tag,2026-03-31,S100YHUS
1676,1707,31,2937,株式会社サンクゼール,食料品,上場,38.5,8.17,5028000.0,4707950,0.9363,281.0,307.0,0.9153,,4602720,製造業,tag,2026-03-31,S100YD6O
1677,1547,-130,7886,ヤマト　モビリティ　＆　Ｍｆｇ．株式会社,化学,上場,47.3,17.8,5511000.0,4706606,0.854,100.0,321.0,0.3115,,4895943,製造業,tag,2026-03-31,S100YMK7
1678,1623,-55,6218,エンシュウ株式会社,機械,上場,44.06,19.69,5332000.0,4703881,0.8822,514.0,804.0,0.6393,,4618601,製造業,tag,2026-03-31,S100YKK8
1679,1743,64,4691,ワシントンホテル株式会社,サービス業,上場,38.4,9.1,4902000.0,4702560,0.9593,428.0,,,,4497622,サービス業,tag,2026-03-31,S100YF5I
1680,1638,-42,,ＮＴＴファイナンス株式会社,サービス業,非上場,46.3,12.3,5281000.0,4702434,0.8904,2781.0,2785.0,0.9986,,4657712,サービス業,textblock,2026-03-31,S100YB34
1681,1657,-24,2224,株式会社コモ,食料品,上場,42.0,18.4,5217621.0,4701337,0.901,173.0,196.0,0.8827,,4521003,製造業,tag,2026-03-31,S100YICN
1682,1614,-68,6428,株式会社オーイズミ,機械,上場,44.9,17.3,5374000.0,4700829,0.8747,162.0,398.0,0.407,,4681980,製造業,tag,2026-03-31,S100YLT7
1683,1617,-66,6926,岡谷電機産業株式会社,電気機器,上場,44.9,16.9,5369000.0,4696456,0.8747,157.0,1101.0,0.1426,,4677624,製造業,tag,2026-03-31,S100YJ7H
1684,1698,14,9085,北海道中央バス株式会社,陸運業,上場,53.5,17.3,5062845.0,4690360,0.9264,1375.0,2513.0,0.5472,,4745397,運輸業,tag,2026-03-31,S100YNFT
1685,1611,-74,5922,那須電機鉄工株式会社,金属製品,上場,45.4,17.9,5382000.0,4684241,0.8704,352.0,464.0,0.7586,,4709085,製造業,tag,2026-03-31,S100YJYT
1686,1639,-47,5979,カネソウ株式会社,金属製品,上場,43.5,19.7,5278982.0,4683747,0.8872,246.0,,,,4562332,製造業,tag,2026-03-31,S100YGWS
1687,1629,-58,4098,チタン工業株式会社,化学,上場,44.2,17.3,5310000.0,4677821,0.8809,245.0,272.0,0.9007,,4603179,製造業,tag,2026-03-31,S100YGE8
1688,1726,38,7621,株式会社うかい,小売業,上場,38.8,8.6,4984188.0,4674986,0.938,589.0,,,,4532205,卸売業・小売業,tag,2026-03-31,S100YL71
1689,1520,-169,3326,株式会社ランシステム,小売業,上場,46.1,14.9,5573700.0,4673859,0.8386,107.0,118.0,0.9068,,4907410,卸売業・小売業,tag,2026-03-31,S100YFHT
1690,1696,6,2831,はごろもフーズ株式会社,食料品,上場,39.96,14.98,5068307.0,4669390,0.9213,654.0,667.0,0.9805,,4503400,製造業,tag,2026-03-31,S100YJSM
1691,1646,-45,6022,株式会社　赤阪鐵工所,機械,上場,43.21,18.0,5243709.0,4666274,0.8899,283.0,,,,4529408,製造業,tag,2026-03-31,S100YI3O
1692,1694,2,6155,高松機械工業株式会社,機械,上場,40.2,15.3,5075320.0,4663526,0.9189,469.0,524.0,0.895,,4491144,製造業,tag,2026-03-31,S100YHHC
1693,1643,-50,4558,株式会社中京医薬品,医薬品,上場,43.7,14.2,5265877.0,4662595,0.8854,298.0,,,,4553888,製造業,tag,2026-03-31,S100YJGX
1694,1347,-347,9474,株式会社ゼンリン,情報・通信業,上場,47.11,18.39,6013242.0,4656194,0.7743,2441.0,3574.0,0.683,,5335961,情報通信業,tag,2026-03-31,S100YD65
1695,1647,-48,7218,田中精密工業株式会社,輸送用機器,上場,43.5,19.1,5243607.0,4652361,0.8872,428.0,1383.0,0.3095,,4531760,製造業,tag,2026-03-31,S100YH4P
1696,1704,8,7114,株式会社フーディソン,情報・通信業,上場,37.7,4.7,5033000.0,4648454,0.9236,103.0,103.0,1.0,,4694930,情報通信業,tag,2026-03-31,S100YJIB
1697,1559,-138,5268,旭コンクリート工業株式会社,ガラス・土石製品,上場,48.2,18.2,5491000.0,4647507,0.8464,188.0,,,,4896840,製造業,tag,2026-03-31,S100YIYA
1698,1578,-120,9890,株式会社マキヤ,小売業,上場,45.0,15.0,5449803.0,4644341,0.8522,436.0,503.0,0.8668,,4751934,卸売業・小売業,tag,2026-03-31,S100YN3H
1699,1508,-191,9831,株式会社ヤマダホールディングス,小売業,上場,46.9,14.1,5602183.0,4643660,0.8289,561.0,26747.0,0.021,本社のみ,4964190,卸売業・小売業,tag,2026-03-31,S100YJWD
1700,1705,5,9034,南総通運株式会社,陸運業,上場,48.5,13.4,5031873.0,4640723,0.9223,710.0,866.0,0.8199,,4490621,運輸業,tag,2026-03-31,S100YK2X
1701,1619,-82,6203,豊和工業株式会社,機械,上場,45.9,16.1,5355000.0,4637508,0.866,594.0,706.0,0.8414,,4706521,製造業,tag,2026-03-31,S100YF38
1702,1651,-51,2221,岩塚製菓株式会社,食料品,上場,43.7,16.9,5232404.0,4632957,0.8854,781.0,844.0,0.9254,,4524941,製造業,tag,2026-03-31,S100YJ2N
1703,1664,-39,5998,株式会社　アドバネクス,金属製品,上場,43.0,14.5,5189761.0,4628224,0.8918,363.0,1913.0,0.1898,,4482390,製造業,tag,2026-03-31,S100YFF6
1704,1615,-89,6658,シライ電子工業株式会社,電気機器,上場,46.6,20.5,5373000.0,4620848,0.86,359.0,1211.0,0.2964,,4750474,製造業,tag,2026-03-31,S100YEDB
1705,1798,93,160A,株式会社アズパートナーズ,サービス業,上場,33.7,4.2,4556000.0,4619473,1.0139,985.0,,,,4721767,サービス業,tag,2026-03-31,S100YIQV
1706,1740,34,4237,フジプレアム株式会社,化学,上場,38.2,12.3,4913494.0,4616232,0.9395,118.0,217.0,0.5438,,4529090,製造業,tag,2026-03-31,S100YH1C
1707,1562,-145,4918,株式会社アイビー化粧品,化学,上場,48.8,20.7,5485950.0,4615662,0.8414,100.0,,,,4898418,製造業,tag,2026-03-31,S100YHO9
1708,1581,-127,,ＯＰＩ株式会社,化学,非上場,48.1,23.1,5447000.0,4614861,0.8472,151.0,,,,4856173,製造業,textblock,2026-03-31,S100YCZD
1709,1719,10,9040,大宝運輸株式会社,陸運業,上場,46.7,13.9,5009000.0,4612311,0.9208,681.0,,,,4432067,運輸業,tag,2026-03-20,S100YADW
1710,1756,46,7461,株式会社キムラ,卸売業,上場,38.0,14.0,4849000.0,4607833,0.9503,154.0,791.0,0.1947,,4490769,卸売業・小売業,tag,2026-03-31,S100YJ86
1711,1644,-67,7486,サンリン株式会社,卸売業,上場,43.3,14.5,5261522.0,4599578,0.8742,411.0,552.0,0.7446,,4545328,卸売業・小売業,tag,2026-03-31,S100YDT8
1712,1745,33,8218,株式会社コメリ,小売業,上場,38.9,13.0,4901289.0,4589803,0.9364,3432.0,3750.0,0.9152,,4447147,卸売業・小売業,tag,2026-03-31,S100YJBF
1713,1749,36,9327,株式会社イー・ロジット,倉庫・運輸関連,上場,40.2,5.2,4882000.0,4589038,0.94,170.0,,,,4320075,運輸業,tag,2026-03-31,S100YI5P
1714,1699,-15,8152,ソマール株式会社,卸売業,上場,41.0,13.0,5057253.0,4580460,0.9057,308.0,464.0,0.6638,,4423450,卸売業・小売業,tag,2026-03-31,S100YI5G
1715,1650,-65,3109,シキボウ株式会社,繊維製品,上場,45.0,12.7,5236000.0,4575508,0.8739,674.0,2306.0,0.2923,,4565510,製造業,tag,2026-03-31,S100YGL9
1716,1710,-6,4444,株式会社インフォネット,情報・通信業,上場,38.5,4.6,5024000.0,4574121,0.9105,121.0,141.0,0.8582,,4599058,情報通信業,tag,2026-03-31,S100YLDD
1717,1763,46,9223,株式会社ＡＳＮＯＶＡ,サービス業,上場,39.0,4.6,4809000.0,4573346,0.951,156.0,231.0,0.6753,,4354065,サービス業,tag,2026-03-31,S100YJ2P
1718,1757,39,9229,株式会社サンウェルズ,サービス業,上場,39.6,2.4,4842157.0,4565298,0.9428,3570.0,,,,4331097,サービス業,tag,2026-03-31,S100YL7U
1719,1693,-26,6837,株式会社京写,電気機器,上場,42.46,15.73,5084000.0,4559182,0.8968,262.0,1191.0,0.22,,4395310,製造業,tag,2026-03-31,S100YHX8
1720,1754,34,9723,株式会社京都ホテル,サービス業,上場,39.9,13.6,4852434.0,4555409,0.9388,364.0,,,,4316193,サービス業,tag,2026-03-31,S100YIC1
1721,1625,-96,8562,株式会社　福島銀行,銀行業,上場,43.4,19.0,5324000.0,4550739,0.8548,414.0,460.0,0.9,,4600145,金融業・保険業,tag,2026-03-31,S100YCO6
1722,1734,12,9037,株式会社ハマキョウレックス,陸運業,上場,44.2,11.0,4928410.0,4549080,0.923,880.0,6010.0,0.1464,,4272383,運輸業,tag,2026-03-31,S100YBXW
1723,1718,-5,5742,エヌアイシ・オートテック株式会社,非鉄金属,上場,41.3,12.0,5010000.0,4548552,0.9079,189.0,,,,4367018,製造業,tag,2026-03-31,S100YGNV
1724,1645,-79,6629,テクノホライゾン株式会社,電気機器,上場,45.8,4.4,5246000.0,4547647,0.8669,588.0,1506.0,0.3904,,4606593,製造業,tag,2026-03-31,S100YLV9
1725,1606,-119,8230,株式会社はせがわ,小売業,上場,45.7,17.8,5389000.0,4545448,0.8435,757.0,834.0,0.9077,,4727911,卸売業・小売業,tag,2026-03-31,S100YDVL
1726,1686,-40,7769,リズム株式会社,精密機器,上場,43.2,15.5,5107000.0,4545085,0.89,468.0,2432.0,0.1924,,4411277,製造業,tag,2026-03-31,S100YFZJ
1727,1725,-2,7150,株式会社島根銀行,銀行業,上場,39.0,16.0,4989000.0,4543078,0.9106,308.0,316.0,0.9747,,4517037,金融業・保険業,tag,2026-03-31,S100YHPP
1728,1677,-51,7898,株式会社ウッドワン,その他製品,上場,44.1,20.3,5148000.0,4539712,0.8818,1175.0,2173.0,0.5407,,4460189,製造業,tag,2026-03-31,S100YI45
1729,1748,19,3926,株式会社オープンドア,情報・通信業,上場,37.4,6.6,4886000.0,4537243,0.9286,181.0,191.0,0.9476,,4591484,情報通信業,tag,2026-03-31,S100YKIK
1730,1665,-65,2919,株式会社　マルタイ,食料品,上場,44.9,13.4,5184034.0,4534659,0.8747,179.0,,,,4516476,製造業,tag,2026-03-31,S100YG8L
1731,1841,110,4833,株式会社Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,上場,28.2,1.7,4082000.0,4534347,1.1108,195.0,,,,5484782,サービス業,tag,2026-03-31,S100YB3A
1732,1731,-1,9701,株式会社東京會舘,サービス業,上場,41.7,11.4,4952000.0,4532505,0.9153,480.0,,,,4300219,サービス業,tag,2026-03-31,S100YFQM
1733,1653,-80,2666,株式会社　オートウェーブ,小売業,上場,44.0,11.8,5231603.0,4525345,0.865,183.0,,,,4530218,卸売業・小売業,tag,2026-03-31,S100YLV8
1734,1683,-51,3834,株式会社朝日ネット,情報・通信業,上場,40.4,9.8,5128000.0,4516199,0.8807,220.0,,,,4523194,情報通信業,tag,2026-03-31,S100YEHW
1735,1796,61,7129,ミアヘルサホールディングス株式会社,小売業,上場,35.7,5.8,4565000.0,4509620,0.9879,1838.0,1838.0,1.0,,4480940,卸売業・小売業,textblock,2026-03-31,S100YK3E
1736,1741,5,2393,株式会社日本ケアサプライ,サービス業,上場,41.6,9.5,4907242.0,4497794,0.9166,1026.0,1062.0,0.9661,,4264982,サービス業,tag,2026-03-31,S100YK97
1737,1795,58,7079,ＷＤＢココ株式会社,サービス業,上場,36.6,4.7,4565000.0,4489085,0.9834,516.0,,,,4377320,サービス業,tag,2026-03-31,S100YFVI
1738,1676,-62,6907,ジオマテック株式会社,電気機器,上場,45.5,24.3,5150700.0,4478441,0.8695,296.0,,,,4510729,製造業,tag,2026-03-31,S100YKF2
1739,1753,14,,株式会社　廣貫堂,医薬品,非上場,39.9,11.4,4857662.0,4478284,0.9219,694.0,709.0,0.9788,,4320844,製造業,textblock,2026-03-31,S100YJNG
1740,1720,-20,6614,株式会社シキノハイテック,電気機器,上場,42.8,12.2,5007000.0,4474425,0.8936,435.0,,,,4325201,製造業,tag,2026-03-31,S100YHLM
1741,1660,-81,4222,児玉化学工業株式会社,化学,上場,46.7,16.1,5200000.0,4467642,0.8592,185.0,2730.0,0.0678,本社のみ,4601067,製造業,tag,2026-03-31,S100YLN8
1742,1648,-94,7919,野崎印刷紙業株式会社,その他製品,上場,47.5,21.2,5239000.0,4465337,0.8523,377.0,422.0,0.8934,,4659354,製造業,tag,2026-03-31,S100YEXP
1743,1765,22,7820,ニホンフラッシュ株式会社,その他製品,上場,39.1,12.3,4795000.0,4459832,0.9301,220.0,1118.0,0.1968,,4332228,製造業,tag,2026-03-31,S100YLHV
1744,1750,6,7702,株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,精密機器,上場,40.7,16.3,4880000.0,4459563,0.9138,1477.0,4887.0,0.3022,,4285357,製造業,tag,2026-03-31,S100YF50
1745,1744,-1,2139,株式会社中広,サービス業,上場,42.4,10.8,4902000.0,4458299,0.9095,328.0,588.0,0.5578,,4238891,サービス業,tag,2026-03-31,S100YHNL
1746,1635,-111,4388,株式会社エーアイ,情報・通信業,上場,42.8,9.1,5290000.0,4457834,0.8427,110.0,114.0,0.9649,,4569665,情報通信業,tag,2026-03-31,S100YGJY
1747,1739,-8,2293,滝沢ハム株式会社,食料品,上場,41.6,13.5,4919000.0,4451442,0.9049,301.0,303.0,0.9934,,4275201,製造業,tag,2026-03-31,S100YGEP
